Production Date,Units Produced,Operational Costs,Equipment Downtime
2019-11-12,181,1640,1
2019-11-13,89,2972,2
2019-11-14,88,2826,0
2019-11-15,153,3035,3
2019-11-16,157,2400,0
2019-11-17,51,1718,2
2019-11-18,99,4194,2
2019-11-19,103,2920,1
2019-11-20,93,2251,2
2019-11-21,192,2962,0
2019-11-22,123,1737,2
2019-11-23,168,4420,3
2019-11-24,136,1445,2
2019-11-25,69,2991,1
2019-11-26,110,1586,3
2019-11-27,172,3879,3
2019-11-28,88,3230,3
2019-11-29,178,1309,1
2019-11-30,146,3127,2
2019-12-01,103,2541,1
2019-12-02,171,4529,1
2019-12-03,118,2701,2
2019-12-04,66,3740,1
2019-12-05,114,1830,2
2019-12-06,115,1396,3
2019-12-07,167,2496,2
2019-12-08,100,1870,1
2019-12-09,114,1733,3
2019-12-10,173,1793,3
2019-12-11,162,1941,2
2019-12-12,80,4603,3
2019-12-13,73,2705,1
2019-12-14,92,1255,0
2019-12-15,182,3201,0
2019-12-16,162,4767,1
2019-12-17,125,4010,2
2019-12-18,198,3533,0
2019-12-19,171,3282,1
2019-12-20,60,3764,1
2019-12-21,117,2726,1
2019-12-22,55,4562,0
2019-12-23,117,3871,0
2019-12-24,145,2186,1
2019-12-25,132,4479,0
2019-12-26,182,3598,2
2019-12-27,192,3502,1
2019-12-28,138,4797,1
2019-12-29,51,4655,2
2019-12-30,92,2835,0
2019-12-31,101,3673,3
2020-01-01,96,1125,2
2020-01-02,191,3820,2
2020-01-03,117,1715,3
2020-01-04,153,1102,2
2020-01-05,72,3507,0
2020-01-06,183,1396,0
2020-01-07,182,3652,3
2020-01-08,156,2031,1
2020-01-09,121,3036,2
2020-01-10,56,2879,2
2020-01-11,164,3510,0
2020-01-12,172,2225,0
2020-01-13,63,4482,2
2020-01-14,67,1674,2
2020-01-15,190,3400,1
2020-01-16,121,1735,0
2020-01-17,132,2601,3
2020-01-18,164,4791,0
2020-01-19,135,1677,3
2020-01-20,57,1302,2
2020-01-21,157,3760,1
2020-01-22,139,4951,1
2020-01-23,147,2370,1
2020-01-24,171,3370,3
2020-01-25,184,2587,3
2020-01-26,166,1035,3
2020-01-27,178,3539,0
2020-01-28,163,4620,2
2020-01-29,127,4183,1
2020-01-30,174,2350,3
2020-01-31,52,2772,2
2020-02-01,155,4429,1
2020-02-02,158,4774,3
2020-02-03,149,2622,2
2020-02-04,142,2879,1
2020-02-05,166,2139,2
2020-02-06,93,1735,0
2020-02-07,113,2781,0
2020-02-08,186,3082,0
2020-02-09,189,1314,1
2020-02-10,191,1692,3
2020-02-11,163,4021,1
2020-02-12,85,4812,2
2020-02-13,66,1902,1
2020-02-14,145,4055,3
2020-02-15,142,4033,1
2020-02-16,190,1620,2
2020-02-17,76,3268,1
2020-02-18,161,4336,3
2020-02-19,177,3778,3
2020-02-20,110,2223,0
2020-02-21,190,4633,1
2020-02-22,55,1722,1
2020-02-23,179,4890,2
2020-02-24,57,1815,2
2020-02-25,119,3334,2
2020-02-26,71,3140,1
2020-02-27,92,3704,0
2020-02-28,192,1094,3
2020-02-29,77,3902,1
2020-03-01,115,2900,3
2020-03-02,196,2325,3
2020-03-03,75,2863,3
2020-03-04,75,4903,2
2020-03-05,198,3015,2
2020-03-06,112,4931,2
2020-03-07,187,2956,2
2020-03-08,106,4774,3
2020-03-09,60,3363,3
2020-03-10,126,4417,3
2020-03-11,103,2823,3
2020-03-12,167,2036,2
2020-03-13,158,3914,2
2020-03-14,152,3658,3
2020-03-15,173,4901,1
2020-03-16,129,4204,3
2020-03-17,85,4617,0
2020-03-18,175,4816,1
2020-03-19,87,1552,3
2020-03-20,98,3829,3
2020-03-21,73,3609,3
2020-03-22,90,4608,3
2020-03-23,87,4304,0
2020-03-24,84,1384,3
2020-03-25,89,3654,2
2020-03-26,64,4340,0
2020-03-27,63,3899,1
2020-03-28,164,4029,3
2020-03-29,69,1407,3
2020-03-30,197,3229,1
2020-03-31,94,4535,3
2020-04-01,154,2451,1
2020-04-02,109,4745,3
2020-04-03,160,3158,0
2020-04-04,89,3728,3
2020-04-05,99,4943,0
2020-04-06,92,1492,3
2020-04-07,172,4279,2
2020-04-08,175,3236,0
2020-04-09,61,1786,1
2020-04-10,91,2651,1
2020-04-11,159,2537,3
2020-04-12,187,2533,0
2020-04-13,111,2765,3
2020-04-14,166,2145,3
2020-04-15,101,1804,0
2020-04-16,113,3385,1
2020-04-17,195,2048,3
2020-04-18,155,1801,2
2020-04-19,58,3430,1
2020-04-20,128,1267,1
2020-04-21,60,2948,1
2020-04-22,58,4621,1
2020-04-23,120,1747,0
2020-04-24,54,3408,0
2020-04-25,73,4103,3
2020-04-26,188,2999,1
2020-04-27,69,1937,2
2020-04-28,78,4137,0
2020-04-29,104,2236,2
2020-04-30,143,4647,2
2020-05-01,96,1143,2
2020-05-02,77,2343,2
2020-05-03,80,4637,2
2020-05-04,72,2831,3
2020-05-05,89,3618,0
2020-05-06,97,3581,3
2020-05-07,50,4562,0
2020-05-08,170,3574,2
2020-05-09,53,3425,1
2020-05-10,155,4514,3
2020-05-11,62,4600,3
2020-05-12,144,1528,2
2020-05-13,100,3542,0
2020-05-14,58,2990,0
2020-05-15,93,3556,0
2020-05-16,117,4426,2
2020-05-17,51,3328,1
2020-05-18,98,2198,2
2020-05-19,182,4231,0
2020-05-20,90,3728,0
2020-05-21,191,2996,3
2020-05-22,88,1750,2
2020-05-23,184,1983,3
2020-05-24,189,1532,3
2020-05-25,145,2580,0
2020-05-26,66,3079,1
2020-05-27,191,4861,0
2020-05-28,74,3714,3
2020-05-29,111,4119,2
2020-05-30,62,3220,1
2020-05-31,158,2601,3
2020-06-01,140,4056,3
2020-06-02,52,1710,2
2020-06-03,147,3809,3
2020-06-04,179,2298,3
2020-06-05,157,1884,1
2020-06-06,185,4347,3
2020-06-07,181,1337,3
2020-06-08,170,2314,3
2020-06-09,160,2552,0
2020-06-10,170,4796,1
2020-06-11,90,2456,3
2020-06-12,166,3697,0
2020-06-13,127,2663,0
2020-06-14,135,2087,3
2020-06-15,103,4440,1
2020-06-16,94,2275,3
2020-06-17,95,1449,2
2020-06-18,132,4846,0
2020-06-19,84,2025,1
2020-06-20,89,4909,2
2020-06-21,174,1535,3
2020-06-22,179,2221,2
2020-06-23,166,3656,1
2020-06-24,70,4699,0
2020-06-25,121,1532,2
2020-06-26,70,2600,3
2020-06-27,62,4044,0
2020-06-28,68,3376,2
2020-06-29,99,2273,2
2020-06-30,171,4913,1
2020-07-01,126,4496,0
2020-07-02,187,3413,1
2020-07-03,131,4463,3
2020-07-04,71,2270,3
2020-07-05,158,2289,1
2020-07-06,112,3777,1
2020-07-07,180,2842,1
2020-07-08,91,4971,3
2020-07-09,91,2028,2
2020-07-10,67,1752,0
2020-07-11,192,2510,2
2020-07-12,101,2467,2
2020-07-13,130,3968,1
2020-07-14,85,4001,1
2020-07-15,126,4143,0
2020-07-16,60,2885,1
2020-07-17,113,1672,1
2020-07-18,141,2973,2
2020-07-19,129,1301,3
2020-07-20,58,2026,3
2020-07-21,189,2815,3
2020-07-22,176,1431,3
2020-07-23,131,1742,0
2020-07-24,193,2874,3
2020-07-25,134,1036,2
2020-07-26,131,4030,0
2020-07-27,122,3566,3
2020-07-28,75,3993,3
2020-07-29,167,2364,1
2020-07-30,173,1521,2
2020-07-31,79,3084,0
2020-08-01,179,3345,0
2020-08-02,138,2663,1
2020-08-03,173,2060,1
2020-08-04,116,2472,0
2020-08-05,188,1780,1
2020-08-06,108,4191,1
2020-08-07,67,1975,3
2020-08-08,60,2121,0
2020-08-09,134,2109,3
2020-08-10,128,1719,1
2020-08-11,125,4576,0
2020-08-12,74,1188,0
2020-08-13,168,1550,0
2020-08-14,146,3120,0
2020-08-15,109,2349,1
2020-08-16,110,2258,0
2020-08-17,114,3094,2
2020-08-18,172,4306,3
2020-08-19,138,1115,0
2020-08-20,126,3018,2
2020-08-21,179,2228,2
2020-08-22,96,2933,2
2020-08-23,73,2762,1
2020-08-24,120,1791,0
2020-08-25,79,4011,1
2020-08-26,80,4219,3
2020-08-27,128,2747,2
2020-08-28,122,4748,3
2020-08-29,85,3911,0
2020-08-30,183,1213,3
2020-08-31,199,4400,1
2020-09-01,69,3180,2
2020-09-02,118,1402,2
2020-09-03,117,3816,3
2020-09-04,174,2324,2
2020-09-05,54,4256,0
2020-09-06,82,4290,3
2020-09-07,158,3242,0
2020-09-08,92,1144,0
2020-09-09,199,3896,2
2020-09-10,75,2113,2
2020-09-11,127,1350,2
2020-09-12,137,2341,1
2020-09-13,72,3228,2
2020-09-14,79,2407,1
2020-09-15,173,4399,0
2020-09-16,74,3033,1
2020-09-17,91,2466,2
2020-09-18,198,4889,0
2020-09-19,135,1694,3
2020-09-20,163,2974,0
2020-09-21,129,2396,2
2020-09-22,70,2330,2
2020-09-23,146,1876,3
2020-09-24,167,4165,2
2020-09-25,70,4719,3
2020-09-26,87,4604,0
2020-09-27,183,1110,0
2020-09-28,182,2399,0
2020-09-29,151,1563,1
2020-09-30,181,4847,1
2020-10-01,167,4277,2
2020-10-02,51,1555,1
2020-10-03,114,2945,1
2020-10-04,113,3208,3
2020-10-05,174,2122,3
2020-10-06,181,1412,1
2020-10-07,165,3257,3
2020-10-08,131,1663,3
2020-10-09,174,4325,1
2020-10-10,193,3190,2
2020-10-11,153,4918,2
2020-10-12,126,1661,2
2020-10-13,157,4118,0
2020-10-14,131,3967,2
2020-10-15,133,4230,0
2020-10-16,117,2708,2
2020-10-17,72,4783,1
2020-10-18,178,1626,2
2020-10-19,88,3818,2
2020-10-20,191,2632,2
2020-10-21,146,3931,0
2020-10-22,89,3684,0
2020-10-23,168,3355,1
2020-10-24,168,4053,0
2020-10-25,61,4155,0
2020-10-26,177,2181,3
2020-10-27,167,4540,2
2020-10-28,107,1190,2
2020-10-29,178,1003,2
2020-10-30,128,4888,3
2020-10-31,90,4150,2
2020-11-01,168,1085,0
2020-11-02,179,2690,3
2020-11-03,101,2615,1
2020-11-04,81,1608,0
2020-11-05,115,4497,3
2020-11-06,107,1003,0
2020-11-07,180,1223,1
2020-11-08,148,4878,0
2020-11-09,84,3017,0
2020-11-10,152,1327,2
2020-11-11,96,2297,3
2020-11-12,131,3988,1
2020-11-13,51,4572,0
2020-11-14,138,1734,2
2020-11-15,131,4997,0
2020-11-16,83,2087,2
2020-11-17,73,1757,3
2020-11-18,161,4638,0
2020-11-19,187,4591,0
2020-11-20,181,3190,1
2020-11-21,181,3460,0
2020-11-22,151,2393,0
2020-11-23,58,4214,0
2020-11-24,82,1759,2
2020-11-25,149,1641,0
2020-11-26,118,4241,2
2020-11-27,124,3264,0
2020-11-28,61,2421,1
2020-11-29,76,2620,1
2020-11-30,77,1988,2
2020-12-01,159,2616,0
2020-12-02,84,3295,2
2020-12-03,125,4558,0
2020-12-04,135,3401,1
2020-12-05,183,2527,2
2020-12-06,91,2222,2
2020-12-07,107,1703,0
2020-12-08,179,3899,3
2020-12-09,177,4497,3
2020-12-10,66,1530,3
2020-12-11,120,4580,0
2020-12-12,161,1765,3
2020-12-13,197,4776,0
2020-12-14,187,1175,3
2020-12-15,190,4752,0
2020-12-16,195,3857,3
2020-12-17,99,4493,0
2020-12-18,173,1801,0
2020-12-19,191,3779,0
2020-12-20,181,1850,3
2020-12-21,137,1241,1
2020-12-22,99,3568,2
2020-12-23,192,4311,0
2020-12-24,106,1057,1
2020-12-25,96,4114,0
2020-12-26,65,1778,3
2020-12-27,63,2501,0
2020-12-28,70,4986,1
2020-12-29,75,2027,1
2020-12-30,163,2047,0
2020-12-31,95,1111,3
2021-01-01,165,3551,3
2021-01-02,116,4112,2
2021-01-03,187,3854,1
2021-01-04,66,1893,0
2021-01-05,60,4337,1
2021-01-06,126,1584,2
2021-01-07,137,1714,1
2021-01-08,110,3299,0
2021-01-09,65,2591,0
2021-01-10,153,3126,1
2021-01-11,150,1924,1
2021-01-12,145,2391,2
2021-01-13,175,2739,3
2021-01-14,127,3652,0
2021-01-15,196,1184,0
2021-01-16,77,4347,2
2021-01-17,115,2766,1
2021-01-18,116,2959,0
2021-01-19,85,1841,1
2021-01-20,65,3255,2
2021-01-21,68,4218,1
2021-01-22,172,1601,1
2021-01-23,76,1056,0
2021-01-24,136,3825,2
2021-01-25,169,4322,0
2021-01-26,79,3550,3
2021-01-27,153,4726,0
2021-01-28,133,3592,2
2021-01-29,169,3705,2
2021-01-30,155,4680,0
2021-01-31,159,4068,2
2021-02-01,171,2491,2
2021-02-02,102,1082,3
2021-02-03,77,4464,2
2021-02-04,101,1627,2
2021-02-05,129,2074,3
2021-02-06,65,4584,2
2021-02-07,137,2993,2
2021-02-08,84,2226,0
2021-02-09,146,1275,2
2021-02-10,170,3856,2
2021-02-11,183,4495,3
2021-02-12,78,2073,0
2021-02-13,195,4346,2
2021-02-14,59,3905,2
2021-02-15,179,4770,3
2021-02-16,148,4761,2
2021-02-17,110,2478,2
2021-02-18,143,1154,3
2021-02-19,179,2153,3
2021-02-20,155,3280,0
2021-02-21,106,1021,2
2021-02-22,186,2146,3
2021-02-23,118,4963,0
2021-02-24,127,1396,2
2021-02-25,62,3706,3
2021-02-26,172,2019,2
2021-02-27,166,2928,1
2021-02-28,192,3160,1
2021-03-01,195,3251,1
2021-03-02,124,2215,0
2021-03-03,113,1129,2
2021-03-04,119,3708,0
2021-03-05,106,3803,3
2021-03-06,136,3773,1
2021-03-07,86,1494,0
2021-03-08,54,1271,2
2021-03-09,170,1146,1
2021-03-10,166,1207,0
2021-03-11,181,1608,3
2021-03-12,53,1014,0
2021-03-13,174,4141,0
2021-03-14,135,2154,2
2021-03-15,144,3085,2
2021-03-16,100,1068,1
2021-03-17,160,2535,2
2021-03-18,156,2969,0
2021-03-19,95,3345,0
2021-03-20,125,2782,2
2021-03-21,73,1684,2
2021-03-22,191,2635,2
2021-03-23,179,1768,3
2021-03-24,90,3368,0
2021-03-25,133,2789,0
2021-03-26,199,4170,0
2021-03-27,100,3835,2
2021-03-28,94,3559,1
2021-03-29,159,2752,2
2021-03-30,163,4779,3
2021-03-31,146,3344,0
2021-04-01,66,3454,2
2021-04-02,144,3312,2
2021-04-03,131,4205,0
2021-04-04,122,3361,1
2021-04-05,157,4771,1
2021-04-06,176,3176,1
2021-04-07,74,2063,3
2021-04-08,69,3309,3
2021-04-09,72,2445,1
2021-04-10,194,4291,3
2021-04-11,95,2563,0
2021-04-12,54,4526,1
2021-04-13,164,2099,1
2021-04-14,182,3803,1
2021-04-15,168,4218,2
2021-04-16,69,2096,1
2021-04-17,110,3058,1
2021-04-18,158,2279,3
2021-04-19,88,4139,0
2021-04-20,104,2383,2
2021-04-21,165,3627,0
2021-04-22,166,3590,1
2021-04-23,85,2123,1
2021-04-24,103,1675,0
2021-04-25,182,3250,2
2021-04-26,186,3887,0
2021-04-27,109,1706,1
2021-04-28,199,2459,2
2021-04-29,86,1253,0
2021-04-30,107,2251,0
2021-05-01,176,2524,0
2021-05-02,165,2505,3
2021-05-03,123,3786,2
2021-05-04,56,3927,3
2021-05-05,62,3360,3
2021-05-06,184,3719,3
2021-05-07,117,2592,3
2021-05-08,184,4062,2
2021-05-09,187,3788,2
2021-05-10,185,4789,0
2021-05-11,98,2169,1
2021-05-12,131,2877,1
2021-05-13,110,3353,3
2021-05-14,65,2373,1
2021-05-15,73,3282,0
2021-05-16,199,3660,2
2021-05-17,145,3204,1
2021-05-18,94,3492,2
2021-05-19,136,3501,3
2021-05-20,136,3024,3
2021-05-21,145,3502,0
2021-05-22,137,3486,3
2021-05-23,75,4076,0
2021-05-24,88,1447,2
2021-05-25,141,3660,0
2021-05-26,57,3375,3
2021-05-27,130,1688,2
2021-05-28,86,4339,2
2021-05-29,123,4471,0
2021-05-30,82,4405,2
2021-05-31,160,2600,2
2021-06-01,77,4309,2
2021-06-02,165,2690,3
2021-06-03,187,3930,3
2021-06-04,94,1085,0
2021-06-05,137,1734,2
2021-06-06,179,2265,2
2021-06-07,73,4264,2
2021-06-08,87,3946,2
2021-06-09,120,4397,1
2021-06-10,131,4368,0
2021-06-11,63,4148,0
2021-06-12,86,3024,1
2021-06-13,63,4175,1
2021-06-14,115,2488,3
2021-06-15,52,4585,2
2021-06-16,133,1975,1
2021-06-17,149,3497,1
2021-06-18,188,2424,1
2021-06-19,153,3126,2
2021-06-20,180,4771,3
2021-06-21,52,3994,1
2021-06-22,69,4788,3
2021-06-23,78,2926,3
2021-06-24,152,3248,2
2021-06-25,62,2029,1
2021-06-26,187,4252,2
2021-06-27,109,1960,0
2021-06-28,147,1294,2
2021-06-29,155,1699,3
2021-06-30,102,2797,3
2021-07-01,128,4182,2
2021-07-02,66,3900,3
2021-07-03,102,3919,3
2021-07-04,124,4326,3
2021-07-05,95,4426,3
2021-07-06,161,1411,1
2021-07-07,84,1726,2
2021-07-08,163,2219,3
2021-07-09,80,1826,2
2021-07-10,89,4193,1
2021-07-11,159,4064,3
2021-07-12,56,2743,3
2021-07-13,160,3804,0
2021-07-14,63,4870,3
2021-07-15,133,1903,2
2021-07-16,189,4436,2
2021-07-17,88,4645,0
2021-07-18,104,1081,0
2021-07-19,177,2600,3
2021-07-20,61,2208,1
2021-07-21,79,1205,1
2021-07-22,103,2206,1
2021-07-23,112,4218,0
2021-07-24,58,4971,3
2021-07-25,160,2469,2
2021-07-26,137,4058,2
2021-07-27,116,3496,0
2021-07-28,158,2296,0
2021-07-29,139,3616,3
2021-07-30,111,4265,0
2021-07-31,146,3983,2
2021-08-01,84,3779,3
2021-08-02,160,2943,0
2021-08-03,54,3874,3
2021-08-04,169,2519,1
2021-08-05,173,1044,2
2021-08-06,119,3596,1
2021-08-07,50,1927,1
2021-08-08,87,1060,1
2021-08-09,99,2315,2
2021-08-10,194,1821,2
2021-08-11,111,4762,0
2021-08-12,100,1325,2
2021-08-13,178,2847,1
2021-08-14,134,2573,3
2021-08-15,161,1845,0
2021-08-16,106,3036,2
2021-08-17,142,2611,0
2021-08-18,163,1520,3
2021-08-19,65,2936,1
2021-08-20,109,2559,0
2021-08-21,50,1752,2
2021-08-22,112,3583,1
2021-08-23,118,3130,3
2021-08-24,171,3657,2
2021-08-25,146,1392,1
2021-08-26,89,2420,0
2021-08-27,197,2330,0
2021-08-28,198,4220,2
2021-08-29,156,2137,3
2021-08-30,152,1616,3
2021-08-31,105,3127,1
2021-09-01,176,2934,3
2021-09-02,85,4003,2
2021-09-03,112,4257,2
2021-09-04,134,1427,0
2021-09-05,184,2514,3
2021-09-06,69,2464,1
2021-09-07,96,2209,3
2021-09-08,95,2392,3
2021-09-09,165,3102,2
2021-09-10,134,1314,0
2021-09-11,101,2468,3
2021-09-12,133,2439,1
2021-09-13,133,3235,2
2021-09-14,182,1810,2
2021-09-15,63,3248,3
2021-09-16,94,2573,2
2021-09-17,68,1823,2
2021-09-18,127,4278,1
2021-09-19,186,4142,1
2021-09-20,85,1692,0
2021-09-21,145,1607,2
2021-09-22,121,3819,2
2021-09-23,160,4419,0
2021-09-24,190,2539,0
2021-09-25,67,4139,1
2021-09-26,100,4373,0
2021-09-27,79,1541,3
2021-09-28,89,2904,1
2021-09-29,111,3255,0
2021-09-30,143,2395,0
2021-10-01,132,3862,3
2021-10-02,199,1299,1
2021-10-03,191,4801,2
2021-10-04,173,2289,3
2021-10-05,61,2069,1
2021-10-06,146,2082,3
2021-10-07,70,4609,0
2021-10-08,78,4765,2
2021-10-09,195,2375,2
2021-10-10,133,4666,3
2021-10-11,157,1896,0
2021-10-12,57,1885,1
2021-10-13,88,1842,0
2021-10-14,149,4801,3
2021-10-15,93,3492,2
2021-10-16,175,4831,3
2021-10-17,167,4835,0
2021-10-18,167,2013,3
2021-10-19,142,2588,1
2021-10-20,79,1913,1
2021-10-21,101,4116,0
2021-10-22,198,1064,3
2021-10-23,156,3812,2
2021-10-24,64,4594,1
2021-10-25,160,2925,1
2021-10-26,114,3112,0
2021-10-27,107,4370,1
2021-10-28,71,1157,0
2021-10-29,150,2187,0
2021-10-30,126,2271,0
2021-10-31,192,3657,0
2021-11-01,141,4922,3
2021-11-02,101,1045,3
2021-11-03,184,2718,1
2021-11-04,100,2081,2
2021-11-05,170,1426,3
2021-11-06,85,4411,2
2021-11-07,185,4792,0
2021-11-08,72,4050,1
2021-11-09,85,4771,1
2021-11-10,156,2078,3
2021-11-11,183,3830,0
2021-11-12,69,4786,0
2021-11-13,168,2348,0
2021-11-14,91,1936,3
2021-11-15,173,3456,0
2021-11-16,176,2821,1
2021-11-17,185,3387,3
2021-11-18,81,2424,3
2021-11-19,195,1483,3
2021-11-20,159,1923,0
2021-11-21,153,1944,0
2021-11-22,82,2542,3
2021-11-23,104,1883,1
2021-11-24,115,3564,2
2021-11-25,165,3648,2
2021-11-26,196,1437,3
2021-11-27,98,3364,1
2021-11-28,73,1467,2
2021-11-29,111,3482,3
2021-11-30,69,2568,1
2021-12-01,144,3391,2
2021-12-02,134,1190,2
2021-12-03,189,1799,1
2021-12-04,62,4081,0
2021-12-05,89,2879,2
2021-12-06,99,1806,2
2021-12-07,63,1462,0
2021-12-08,70,3665,2
2021-12-09,148,4491,1
2021-12-10,138,3304,2
2021-12-11,189,1270,1
2021-12-12,184,3077,3
2021-12-13,63,1397,2
2021-12-14,69,1196,3
2021-12-15,84,1853,0
2021-12-16,194,1711,3
2021-12-17,64,2144,1
2021-12-18,102,2411,1
2021-12-19,192,1324,3
2021-12-20,186,1134,1
2021-12-21,80,1314,3
2021-12-22,144,4432,2
2021-12-23,74,2300,3
2021-12-24,136,1576,3
2021-12-25,175,2688,0
2021-12-26,122,3631,3
2021-12-27,70,3517,1
2021-12-28,182,4063,0
2021-12-29,60,4280,3
2021-12-30,83,1617,2
2021-12-31,77,2718,0
2022-01-01,177,2075,3
2022-01-02,67,1911,0
2022-01-03,155,4223,1
2022-01-04,111,4613,0
2022-01-05,146,1985,1
2022-01-06,176,3966,3
2022-01-07,86,4739,0
2022-01-08,191,4038,2
2022-01-09,51,2339,3
2022-01-10,105,4921,2
2022-01-11,56,4111,2
2022-01-12,158,1250,2
2022-01-13,84,2923,3
2022-01-14,101,2077,2
2022-01-15,192,4873,1
2022-01-16,189,3568,2
2022-01-17,73,4875,1
2022-01-18,187,2827,0
2022-01-19,150,4326,1
2022-01-20,94,3364,2
2022-01-21,64,3434,3
2022-01-22,120,2414,0
2022-01-23,119,4497,2
2022-01-24,72,3201,3
2022-01-25,115,1994,2
2022-01-26,125,2341,1
2022-01-27,159,4495,2
2022-01-28,85,3825,3
2022-01-29,142,1128,2
2022-01-30,155,1960,1
2022-01-31,77,4301,0
2022-02-01,71,3755,2
2022-02-02,184,4125,3
2022-02-03,62,1237,2
2022-02-04,78,2409,0
2022-02-05,163,4711,1
2022-02-06,187,1375,3
2022-02-07,130,1376,3
2022-02-08,139,2460,3
2022-02-09,107,4181,2
2022-02-10,136,3285,2
2022-02-11,178,2323,3
2022-02-12,191,3522,1
2022-02-13,185,3412,3
2022-02-14,195,4195,3
2022-02-15,59,3770,3
2022-02-16,179,4931,1
2022-02-17,135,4098,1
2022-02-18,76,2262,0
2022-02-19,57,2206,0
2022-02-20,78,4510,3
2022-02-21,187,1241,3
2022-02-22,102,1383,1
2022-02-23,139,2520,1
2022-02-24,122,1184,2
2022-02-25,151,3906,2
2022-02-26,175,1896,1
2022-02-27,63,3050,3
2022-02-28,115,1269,2
2022-03-01,50,4803,1
2022-03-02,84,3503,3
2022-03-03,116,4007,3
2022-03-04,169,2309,2
2022-03-05,177,4007,2
2022-03-06,109,1602,0
2022-03-07,150,3076,1
2022-03-08,180,2841,1
2022-03-09,164,3188,1
2022-03-10,148,2117,3
2022-03-11,130,4128,3
2022-03-12,101,4708,1
2022-03-13,134,3938,1
2022-03-14,142,1453,2
2022-03-15,148,1141,1
2022-03-16,58,2480,2
2022-03-17,118,3152,2
2022-03-18,138,1680,3
2022-03-19,117,1005,3
2022-03-20,121,1950,2
2022-03-21,175,2081,0
2022-03-22,130,4233,2
2022-03-23,144,2029,2
2022-03-24,101,3861,1
2022-03-25,54,4903,3
2022-03-26,184,3388,2
2022-03-27,139,1982,3
2022-03-28,66,4860,3
2022-03-29,120,2900,0
2022-03-30,87,4133,0
2022-03-31,190,2448,3
2022-04-01,162,1472,2
2022-04-02,128,3682,1
2022-04-03,152,1955,0
2022-04-04,55,1337,2
2022-04-05,130,1562,0
2022-04-06,168,2145,1
2022-04-07,70,2828,0
2022-04-08,182,1633,2
2022-04-09,129,1267,2
2022-04-10,94,1157,0
2022-04-11,157,2386,0
2022-04-12,187,3757,1
2022-04-13,177,2443,1
2022-04-14,156,4619,3
2022-04-15,180,1508,3
2022-04-16,131,4840,3
2022-04-17,67,2968,0
2022-04-18,123,1017,0
2022-04-19,148,1218,1
2022-04-20,81,3472,2
2022-04-21,153,1955,1
2022-04-22,118,1300,1
2022-04-23,178,4018,0
2022-04-24,111,2792,0
2022-04-25,152,3735,2
2022-04-26,171,4117,2
2022-04-27,80,4202,1
2022-04-28,131,3720,1
2022-04-29,80,2274,1
2022-04-30,144,4928,0
2022-05-01,137,4686,3
2022-05-02,150,3794,3
2022-05-03,92,4501,0
2022-05-04,122,3150,3
2022-05-05,179,1551,3
2022-05-06,81,3058,0
2022-05-07,175,3419,1
2022-05-08,151,2524,0
2022-05-09,150,2233,3
2022-05-10,161,4770,1
2022-05-11,82,3246,0
2022-05-12,117,1673,1
2022-05-13,119,3384,1
2022-05-14,182,2548,3
2022-05-15,128,4148,2
2022-05-16,137,1034,0
2022-05-17,162,4975,0
2022-05-18,125,2468,1
2022-05-19,139,1538,1
2022-05-20,113,2944,3
2022-05-21,75,3959,1
2022-05-22,177,3400,2
2022-05-23,138,4985,0
2022-05-24,142,2629,1
2022-05-25,65,3729,0
2022-05-26,77,4047,2
2022-05-27,95,4731,3
2022-05-28,166,4220,1
2022-05-29,178,1956,0
2022-05-30,131,1657,3
2022-05-31,122,1366,1
2022-06-01,55,2711,3
2022-06-02,86,4238,2
2022-06-03,136,4051,0
2022-06-04,108,4154,1
2022-06-05,147,1876,3
2022-06-06,140,4092,3
2022-06-07,70,2052,3
2022-06-08,153,3904,3
2022-06-09,63,4969,0
2022-06-10,145,2589,2
2022-06-11,53,1842,3
2022-06-12,53,2841,2
2022-06-13,184,1973,0
2022-06-14,128,4031,0
2022-06-15,140,3382,2
2022-06-16,174,4526,2
2022-06-17,65,3895,3
2022-06-18,141,2504,2
2022-06-19,106,2657,2
2022-06-20,182,4411,3
2022-06-21,90,4153,2
2022-06-22,187,2156,2
2022-06-23,136,1705,1
2022-06-24,93,1222,0
2022-06-25,86,1480,1
2022-06-26,81,1693,0
2022-06-27,51,3004,3
2022-06-28,99,1748,3
2022-06-29,88,1519,2
2022-06-30,71,3179,2
2022-07-01,136,4432,1
2022-07-02,151,3978,3
2022-07-03,188,1137,2
2022-07-04,190,3450,1
2022-07-05,82,2304,1
2022-07-06,81,4640,3
2022-07-07,130,3401,2
2022-07-08,181,2046,0
2022-07-09,63,2125,3
2022-07-10,116,2706,2
2022-07-11,85,4292,3
2022-07-12,121,2304,0
2022-07-13,84,3089,1
2022-07-14,114,3585,1
2022-07-15,179,2565,0
2022-07-16,198,2982,2
2022-07-17,153,4830,1
2022-07-18,146,4463,1
2022-07-19,136,4397,0
2022-07-20,194,1891,1
2022-07-21,116,3893,0
2022-07-22,191,1195,3
2022-07-23,173,4163,3
2022-07-24,166,4637,1
2022-07-25,65,3182,2
2022-07-26,76,4395,1
2022-07-27,138,2783,2
2022-07-28,172,4555,1
2022-07-29,78,3496,2
2022-07-30,95,1104,3
2022-07-31,92,3864,1
2022-08-01,190,1787,3
2022-08-02,191,2774,3
2022-08-03,184,1076,0
2022-08-04,66,3169,2
2022-08-05,107,3413,0
